Index,Disruption Date,Location,Type,Description,Cause,Closed Date
785,12/25/2024,"Aqaba, Jordan",Marine,"USER: Again the GPS problems related to positioning and marine navigation are being notice today, on December 25, 2024 from midnight. While at port Aqaba, Jordan was arrived, a temporary loss of GPS signal was experienced, and if it appeared, an incorrect GPS position was observed.
NAVCEN: The GPS Operations Center reviewed the GPS Constellation and Control Segment, there are no known anomalies that might affect GPS signal integrity at the time and vicinity of the reported problem. Space weather was reviewed and found unlikely to have impacted GPS performance. There were no authorized GPS tests in the area. No correlating reports from inter-agency partners. No additional information.",,01/13/2025
784,12/15/2024,"Aqaba, Jordan",Marine,"USER: GPS problems related to positioning and marine navigation are being noticed today, December 15, 2024, from 00:01. When the port of Aqaba in Jordan was arrived at, a temporary loss of GPS signal was experienced, and if it appeared, an incorrect GPS position was observed.
NAVCEN: The GPS Operations Center reviewed the GPS Constellation and Control Segment, there are no known anomalies that might affect GPS signal integrity at the time and vicinity of the reported problem. Space weather was reviewed and found unlikely to have impacted GPS performance. There were no authorized GPS tests in the area. No correlating reports from inter-agency partners. No additional information.",Unknown Interference,01/13/2025
788,12/09/2024,"Stellenbosch, South Africa",Timing,"USER: This GPS downtime and failure to obtain a time fix lasted for several days from 2024-12-09 18:15 SAST up to 2024-12-14 21:00 SAST and coincided with the failure of several other GPS time depended installations throughout the span of southern africa.
NAVCEN: The GPS Operations Center reviewed the GPS Constellation and Control Segment, there are no known anomalies that might affect GPS signal integrity at the time and vicinity of the reported problem. Space weather was reviewed and found unlikely to have impacted GPS performance. There were no authorized GPS tests in the area. No correlating reports from inter-agency partners. No additional information.",Unknown Interference,01/20/2025
782,12/01/2024,"Yangshan, China",Marine,"USER: During pre-departure checks the LNG tanker Orion Spirit GPS position and the position of two external AIS targets were spoofed for roughly 90min.
NAVCEN: The GPS Operations Center reviewed the GPS Constellation and Control Segment, there are no known anomalies that might affect GPS signal integrity at the time and vicinity of the reported problem. Space weather was reviewed and found unlikely to have impacted GPS performance. There were no authorized GPS tests in the area. No correlating reports from inter-agency partners. No additional information.",Unknown Interference,12/09/2024
780,11/30/2024,"Madisonville, KY",Timing,"USER: For the past few months, I've been noticing that both my GPSDOs were going down late at night and coming back online in the morning from time to time. It has been worse in the past few weeks. This is a holiday weekend and it went down last night and has stayed down today. There are several businesses in close proximity to my house and I think they may have a trucker that has a GPS blocker. Unfortunately, I don't have any sort of sniffer with a directional antenna to track it down.
NAVCEN: The GPS Operations Center reviewed the GPS Constellation and Control Segment, there are no known anomalies that might affect GPS signal integrity at the time and vicinity of the reported problem. Space weather was reviewed and found unlikely to have impacted GPS performance. There were no authorized GPS tests in the area. No correlating reports from inter-agency partners. No additional information.",Unknown Interference,12/09/2024
778,11/21/2024,"Berkeley Heights, NJ",Transportation,"USER: None of my devices (Google Android cell phone with Google Maps and Waze, Tesla) are accurately reporting where I am, so there is no route to my destination.
NAVCEN: The GPS Operations Center reviewed the GPS Constellation and Control Segment, there are no known anomalies that might affect GPS signal integrity at the time and vicinity of the reported problem. Space weather was reviewed and found unlikely to have impacted GPS performance. There were no authorized GPS tests in the area. No correlating reports from inter-agency partners. No additional information.",Unknown Interference,12/02/2024
777,11/20/2024,Gulf of Aqaba,Marine,"USER: Kindly be informed we have GPS disturbance, (Jamming and Spoofing) in Gulf of Aqaba.
NAVCEN: The GPS Operations Center reviewed the GPS Constellation and Control Segment, there are no known anomalies that might affect GPS signal integrity at the time and vicinity of the reported problem. Space weather was reviewed and found unlikely to have impacted GPS performance. There were no authorized GPS tests in the area. No correlating reports from inter-agency partners. No additional information.",Unknown Interference,12/02/2024
774,11/13/2024,"Linlithgow, Scotland",Transportation,"USER: All ok upon attending restaurant. On leaving noticed time had changed by approx. - 1 HR 10 MIN. Traveled to Glasgow and back - no issues until 19:20:00 GMT.
NAVCEN: Upon further investigation user reported finding an equipment malfunction.",User Equipment,11/18/2024
772,11/12/2024,Persian Gulf,Marine,"USER: While our vessel was underway in the Persian Gulf from Kuwait to Hormuz Strait we have encountered GPS spoofing showing Teheran airport position instead of our real position.
NAVCEN: The GPS Operations Center reviewed the GPS Constellation and Control Segment, there are no known anomalies that might affect GPS signal integrity at the time and vicinity of the reported problem. Space weather was reviewed and found unlikely to have impacted GPS performance. There were no authorized GPS tests in the area. No correlating reports from inter-agency partners. No additional information.",Unknown Interference,11/18/2024
768,11/09/2024,"Oulu, Finland",Timing,"USER: Issue is that it can be measured for some reason that PPS accuracy consist of addional long term timing deviation. Timing deviation is like slow PPS drift when maximum timing deviation being like 30ns over period of time 10hours(slow PPS drift 5 hours and other slow PPS drift 5 hours back), this seems to occur every day, but not sure if exactly during same time.
NAVCEN: User equipment is an L1 only receiver which does not measure and remove ionospheric signal delays as well as a dual-frequency receiver. Reported issue is consistent with timing delays due to changes in the ionosphere as the sun moves through the sky.",User Equipment,11/11/2024
771,11/08/2024,"Haifa, Israel",Marine,"USER: essel lost GPS input approx 25nm west of Haifa, Israel. GPS location came again showing the vessel was south of Amman, Jordan. At the location are 4 different AIS signals, none of which is this ship.
NAVCEN: The GPS Operations Center reviewed the GPS Constellation and Control Segment, there are no known anomalies that might affect GPS signal integrity at the time and vicinity of the reported problem. Space weather was reviewed and found unlikely to have impacted GPS performance. There were no authorized GPS tests in the area. No correlating reports from inter-agency partners. No additional information.",Unknown Interference,11/18/2024
769,11/07/2024,GULF OF AQABA,Marine,"USER: On 07.November.2024 at 04:24 Lt / 01:24 UTC Position: Lat- 28°31.66N Long-034°39.30E
NAVCEN: The GPS Operations Center reviewed the GPS Constellation and Control Segment, there are no known anomalies that might affect GPS signal integrity at the time and vicinity of the reported problem. Space weather was reviewed and found unlikely to have impacted GPS performance. There were no authorized GPS tests in the area. No correlating reports from inter-agency partners. No additional information.",Unknown Interference,11/11/2024
